param,mu_star,mu_star_conf,sigma
inter_floor_win_material_name,0.4852404045604999,0.18660647332332797,0.5507253101388565
inter_floor_construction_name,0.5652747262124649,0.16105952911445798,0.6573038114157935
inter_floor_window_construction_name,0.5787013965928963,0.19686962802806657,0.46731253598039313
interior_wall_opq_material_name,0.6277647646893456,0.188632152386008,0.7191345073994331
interior_wall_win_material_name,0.5855795522730659,0.21363133645744156,0.6621120827718119
interior_wall_construction_name,0.4367078219325776,0.22597383639327026,0.6070478115987594
interior_wall_window_construction_name,0.35537608283420924,0.2056483807213501,0.5055063088227603
windows_opq_material_name,0.5231908455469239,0.2773709969401521,0.6977492113580752
windows_win_material_name,0.4450794868871526,0.27127640155119637,0.5944265215138214
windows_construction_name,0.5647658950915684,0.10497928725206428,0.5892719261538355
windows_window_construction_name,0.5156892646054985,0.2109053329933627,0.6186110444767328
doors_opq_material_name,0.4173226147770947,0.22732552283316626,0.36384791883207734
doors_win_material_name,0.3741556632367974,0.19210634913282024,0.49317655184561043
doors_construction_name,0.357294991492472,0.10842318673022301,0.3811234804177836
doors_window_construction_name,0.5494212189060818,0.26573444915457106,0.6814765048566134
final_wwr,0.4739879201473741,0.17593305192230627,0.5497054852302333
fenestration_objects,0.52238042844956,0.2570077614018379,0.545333146214075
heating_day_setpoint,8.410837112780518,0.44858589349549316,0.7040417558242857
heating_night_setpoint,5.75340348602258,0.39633798530756276,0.6303804358755362
cooling_day_setpoint,10.051680471958571,0.2710617277849552,0.47547663124003137
cooling_night_setpoint,10.605787093281652,0.31169356017542355,0.5632521380870185
max_heating_supply_air_temp,19.644897676443726,0.4014004647358026,0.670543646381965
min_cooling_supply_air_temp,5.359869644467835,0.30449955665096906,0.5403595763179572
infiltration_base,0.5424453156244453,0.23997232458783094,0.5953961926549546
infiltration_base_range,0.5178058235773279,0.18732891749279074,0.6302934265205288
year_factor,0.6102771778636452,0.17851733531182243,0.7035114336510506
year_factor_range,0.453774607278865,0.18188021845936433,0.5873104486828116
fan_pressure,0.4280242198086853,0.2077662823394153,0.4684966900977866
fan_pressure_range,0.3808600318361641,0.19463591677430597,0.48011586211334
f_ctrl,0.4239736124773117,0.15273665528266195,0.5231333672147422
f_ctrl_range,0.6011729496080079,0.2294236522896265,0.7514436327864112
hrv_eff,0.466255517531863,0.21558142160474594,0.6196187741678281
hrv_eff_range,0.5165711234100854,0.1595193285538005,0.5446049963464551
infiltration_schedule_name,0.4650545918404532,0.2253856096955478,0.580081408691101
ventilation_schedule_name,0.3872097497206596,0.20419745639237857,0.5312809801609256
system_type,0.5815856843386428,0.16842254072628976,0.6800140352307361
flow_exponent,0.6366532049934903,0.23319136901271992,0.7829699293104189
infiltration_total_m3_s,0.4601541650911713,0.2287008991948183,0.5960342622792125
ventilation_total_m3_s,0.3935861926281177,0.20307818332264663,0.4276367508884436
